0	Einsi leissierent celui jor et toute la semainne 	Ainsi laisserent tout le iour et tote la cemainne. 	0
1	tant que Lanceloz fu gariz 	et tant que lanc̃ fu gatris 	1
2	et vient au chevalier 	et uient au cheualier 	2
3	qui avoit a non Carmadam et le mercie moult de ce 	qui ot non carmadans et le mercie mout |de ce 	3|4
4	qu’il li avoit fait. « 	qu il li auoit fait Sire fait il 	5
5	Si m’aïst Diex, je ne fuisse mie 	si maist diex ne fusse pas si liez 	6
6	si liez por le millor chastel 	qui me donast le millor chastel 	7
7	que li rois Artus ait comme de ce 	que li rois artus ait. |comme ie sui de ce 	8|9
8	que vos estes gariz. 	que uos estes garis. 	10
9	Si m’an est grant honors avenue. 	Si men est grans honors auenuee de ce 	11
10	quant tant avez demoré en mon ostel. « Biax sire, fait Lanceloz, je m’en voldrai demain aler, 	que uos estes tant demores auec moi. |Biax sire fait lanc̃ Ie men uodrai le matin aler. 	12|13
11	si vos demant congié. — Sire, fet il, jel vos otroi, 	et por ce uos demant congie. Sire fait cil 	14
12	puis qu’il vos plaist,	puis quil uos plait gel uos otroi. 	15
13	car outre vostre volenté ne vos retanroie je mie. 	Car contre uostre uolente |ne uos retenroie ie mie. 	16|17
14	Et alez, fait il, 	et ales uos en quant il uos plaira. 	18
15	que Nostre Sires vos conduie en quel que leu 	que nostres sires uos conduie en quel que lieu	19
16|17	que vos ailliez. — |Diex le face », fait Lanceloz. 	qu il uous plaira. Diex le face Sire fait lanc̃. 	20
18	Cele nuit fist li chevaliers plus grant feste 	Cele nuit fist li cheualiers grignor feste 	21
19	qu’il n’avoit fait devant. Au matin 	quil nauoit fait deuant. |Et au matin	22|23
20	quant Lanceloz fu levez, la pucele vint a lui, 	si tost com lañc. fu leuez uint la damoisele a lui. 	24
21	et quant il la vit,	Et|quant il lauoit 	25|26
22	si li dist: « Bele douce amie, bien puissiez vos venir! je m’en voil aler a vostre congié. — Sire, fait ele, vos savez bien les couvenances 	si li dit bele douce amie |bien puissiez uos uenir. Ie men uoil aler a uostre congie Sire fait ele uos sauez bien les couenances 	27|28
23	qui sont entre moi et vos 	qui sont entre moi et uous. 	29
24	et je ne sai 	et ie ne sa quant ie uos uerrai 	30
25	quant je vos reverrai mes. 	mais diex le saiche 	31
26	Et por ce vos demant je J. de voz joiaux 	et por ce weil ie |que uos me donez un de uos Iouiaus 	32|33
27|28	que je puisse garder |por l’amor de vos,	que ie puisse garder por amour de uous 	34
29	quant vos en serez 	quant uos en cerez ales.	35
30|31	alez,si que je vos en aie plus en remanbrance. — |Certes, damoiselle, fait il, volentiers. » 	et por ce que ie uos aie plus souant en remembrance Damoisele fait lanc̃ uolentiers. 	36
32|33	Lors prant une soie ceinture a membres d’or |qu’il avoit çeinte 	Lors prant unes Sainture a manbres doir 	37
34	que la roine li avoit donnee 	que la roine li auoit done 	38
35	et dist: « Damoisele, tenez. Sachiez 	et li dit. tenez damoisele |et sachiez uraiement	39|40
36	qu’il n’a el monde dame ne damoisele 	quil na el monde dame ne damoisele fors celi 	41
37	a cui je la donnasse. » 	qui la me dona |a cui ie la donaisse. 	42|43
38	Et cele l’an mercie moult, 	et cele len mercie mout. 	44
39	si la prant joieuse et liee, 	si en est mout lie |et mout Ioians. 	45|46
40	puis li donna J. fermail d’or 	puis li done .I. fermail dor 	47
41	et li prie 	et li dit 	48
42|43	qu’il le port a son col |por l’amor de lui, 	qui le port por amour de li. et il dit 	49
44	et il dist 		
45|46	que si fera il volentiers. |Lors demande ses armes 	que si fera il uolentiers por amour de li LOrs demande lanc̃ ses armes 	50
47	et l’an li aporte; 	et len li aporte 	51
48	et quant il fu armez bien et bel, 	Et quant il est armes bien et bel 	52
49	si prant congié a touz cels de laienz 	si prent congie a tous ceus de laiens.	53
50	et puis monte en son cheval 	et puis monte en son cheual. 	54
51	et s’em part entre lui et Lyonel et la vielle 	et part atant deus entre lui et lyonnel et la uielle 	55
52	qui les mainne tant amont et aval 	qui le mainne. |et les mainne tant et amont et aual 	56|57
53	qu’il vindrent au chastel 	que le mainne au chastel 	58
54	que li. V. frere tenoient 	que li .u. frere tenoient. 	59
55	que li dus Karles lor peres guerreoit, cil a cui Gaheriez aidoit. 	qui guerrioient kalles le duc leur pere. |Celui a cui Gaheries aidoit. 	60|61
56	Et quant Lanceloz i vint, il avoient ja perdu toute lor terre ne mes I. chastiax 	et quant lanc̃ i uint |si auoient tote lor terre perdue. ne mais .I. chastel 	62|63
57	dont il n’osoient issir 	ou il estoient 	64
58	et a la derrienne bataille avoient il perdu la moitié de lor homes. 	dont il nosoient Issir. et a la dairainne bataille |quil auoient eux auoient il la moitie de lor gent perdue. 	65|66
59	Et quant la vielle ot laienz mené Lancelot, il demande la verité de la guerre; 	quant la uielle ot amene laiens lanc̃. |si demanda la uerite de la guerre. 	67|68
60	se li conte l’an les greingnors mençonges del monde 	et cil li conterent les grignors mensonges dou monde 	69
61	et blasment le duc a merveilles 	et blasment Le duc de tout lor pooir. 	70
62	et Lanceloz cuida	Et lanc̃ cuida 	71
63	que ce fust voirs: 	quil deissent uerite. 	72
64	si jura son sairement 	si Iura 	73
65	qu’il ne lairoit jamés les V. freres devant 	quil ne lairoit les .u. freres deuanent 	74
66	que li dus fust deseritez, 	que li dus fust desserites. 	75
67	et ansi fist Lioniax. 	et ausi fit lyonnias. 	76
68	Quant la vielle vit 	Qnent la uielle sot 	77
69	qu’il l’orent ainsi juré, 	quil orrent ainsi iure 	78
70	si vint as V. freres 	si uient au .u. freres.	79
71	et lor dist: « 	et lor dit. 	80
72	Biax signor, il vos est mielz avenu 	Signor il uos est miex auenu 	81
73	que vos ne cuidiez, 	qu il nauint onques mais a cheualiers. 	82
74	car je vos ai ceanz tels Il. chevaliers amenez 	Car ie uos ai amene tex .ii. homes	83
75	qui mestront vostre guerre a fin ainz I. mois. »	qui metront uostre guerre a fin : dedens .I. mois. 	84
76	Et cil demandent 	et cil demandent 	85
77	qui il sont. « 	qui il sont. 	86
78	Par foi, fait il, les nons ne poez vos ore pas savoir par moi, 	par foi fait |ele le non dax ne poez uos mie bien ore sauoir par moi 	87|88
79	car il le m’ont desfandu ; 	car il le mont desfandu. 	89
80	mais itant vos di je bien 	Mais li uns est li mieudues cheualiers del monde. |et por ce uos loie 	90|91
81	que vos ailliez a aux 	que uos alliez a eus. 	92
82	et lor faites si grant feste 	et leur faites si grant ioie 	93
83	com l’an doit faire a II. si prodomes. » 	q len doit faire a .ii. preudomes. 	94
84	Et cil les vont maintenant veoir et lor font la greingnor joie del monde 	maintenant les uont li dui frere ueoir |et leur font la grignor feste del monde.	95|96
85	et se prometent i del tout a lor servise; 	et se presentent del tout en lor seruisse. 	97
86	si firent la nuit moult grant feste a l’un et a l’autre. 	Cele nuit fu mout grans la feste |que len fist a lanc̃ et a lyonnial son cousin. 	98|99
87	Et au matin les menerent oîr messe a une chapele 	Et au matin 	100
88|89	qui laienz estoit. l. |poi aprés prime conmancerent a crier par le chastel : « 	quant il furent leue et uestu et aparilliet.	101
90	Or as armes ! Montez, seingnor chevalier,	Si les menerent oir messe a une chapede |qui laiens estoit. .I. pou ap̾s messe comancerent a crier or as armes. signor cheualier 	102|103
91	car nostre annemi sont ja a noz murs. » 	car nos anemis sont ia a nos murs. 	104
92	Et li V. frere sont venu a Lancelot 	et li .u. frere sont uenu a lanc̃. 	105
93	et li demandent 	et li demandent 	106
94	s’il voldra porter armes	se il uodroit porter armes. 	107
95	et il dist 	et il dit 	108
96	qu’il nel lairoit en nule manniere 	qu il ne leiroit en nule maniere 	109
97	qu’il n’alast veoir	qu il nalast ueir 	110
98	conment cil defors sevent jouster, « 	comment cil de bois Ioustent. 	111
99	mais je voil, fet il 	Mais ie ueil fait il 	112
100	que vos ailliez avant, 	que uos ailliez auant 	113
101|102	et se? je voi |que vos aiez mestier de mon cors, je vos secorrai. » 	et ce uos auez mestier de moi: Ie uous cecorrai au plus tost 	114
103	Lors fait aporter ses armes, 	que ie porrai tant fait aporter ses armes enmi la place. 	115
104|105	et|quant il est armez et bien et bel, 	et quant il fu armez et bien et bel.	116
106	si s’an vait dusqu’a la porte del chastel 	Si sen ua deuant la porte del chastel. 	117
107	et fait mener encoste lui son destrier, 	et fait mener deuant soi son destrier 	118
108	puis monte as creniax 	Si monte as creniax 	119
109	por veoir 	por ueoir 	120
110	conment cil defors assembleront a ceaux dedenz,	comment cil dehors assanblerent a ciax dedens. 	121
111	et avez lui Lionnel. 	et auec lui furent li .u. frere 	122
112	Et li V. frere orent fait armer lor genz au mielz 	qui orrent fait lor gent armer. |et lyonnel au miex 	123|124
113	qu’il pueent, 	quil port̶rent. si en issent hors. 	125
114	puis issent fors contre lor ennemis et les reçurent assez bien 	et requierent lor anemis. |et le fissent assez bien a ce 	126|127
115	a ce qu’il estoient poi de gent, 	quil auoien pou de gent. 	128
116	et li autre en avoient moult; 	et li autre en auoient grant plante. 	129
117	si conmancerent la mellee moult dolereuse 	et commancerent la mellee mout fellenesse. et mout dolereuse 	130
118	dont il i ot maint chevalier mort et anversé a terre. 	dont maint preudome et maint cheualier chairent a terre tuit enuers 	131
119	Si s’anfoïrent cil del chastel 	Si soufrirent tant |et andurerent cil del chastel. 	132|133
120	tant que Gueheriez 		
121	et si dui frere vindrent a la bataille a tout grant planté de gent. 	que gaheries et si dui frere uindrent a la bataille. |atot grant compaingni de gent. 	134|135
122	Si tost com il furent assemblé, 	Si tost comme il furent entre en la mellee 	136
123	conmancerent a ferir et a abatre 	si commancerent a ferir tout entor eus. et abatre |quanquil ataingnent. 	137|138
124	ne onques puis ne se tindrent li .V. frere, 	Ne conques puis ne se porrent tenir li .u. frere. 	139
125	ainz les couvint foir, 	ains Les en couint foir. 	140
126	ou il volsissent ou non : 	ou il uosisent ou non. 	141
127	si ont assez perdu a cele empainte. 	Si i perdirent assez de lor homes a cel enpointe. 	142
128	Et quant Lanceloz vit 	quant lanc̃. uit 	143
129	que li .V. frere furent desconfit, 	que li .u. frere estoient desconfit 	144
130	si dist a Lion	si uint a lyonnel.|et li dit 	145|146
131	que or a il trop atendu ; 	que or a il assez atandu. 	147
132	si descent des creniax et monte en son cheval 	Lors descent des creniax |et monte en son cheual. 	148|149
133	et Lion ausinc; 	et Lyonnias monte el cien. 	150
134	si s’an issent par mi la porte. 	si sen issent par laporte. 	151
135	Et Lanceloz ne resgarde onques fors la 	et lanc̃. ni regarde onques ne mais |que la 	152|153
136	ou il voit la greingnor presse ; 	ou il uoit la plus grant presse 	154
137|138	si torne cele part |et se fiert entr’aux	si ce fiert et se torne entr eus. 	155
139	et si fiert le premier 	si fiert le premier si durement 	156
140|141	qu’il ataint |qu’il le rue mort, 	quil le geste mort contre terre. 	157
142	puis point outre 	Puis point outre 	158
143	et en abat I. autre, 		
144|145	ausi fait Lion. |Et Lanceloz ot mise la main a l’espee 	et abat .i. autre. et ausi fait lyonnias. LOrs a mis lanc̃. la main a lespee. et fu entalentes de faire darmes. 	159
146	et il ert entalantez de faire d’armes, 	et demoustre mout grant proesce et hardement.	160
147	car grant pieça n’en avoit riens fait; 	Car piesa ne sen nestoit entremis. 	161
148	si conmance a ferir granz cox tout entor lui 	Si coumance a ferir de lespee tout entour lui. 	162
149	et abat chevaliers et chevaux? 	et ocit cheuaus et cheualiers 	163
150	et occist	et abat 	164
151	quanqu’il encontre; 	quanqu il ataint. 	165
152	si fait tant em poi d’ore 	Si fait tant en petit de terme 	166
153	que nus ne l’ose atandre, 	que nus |qui le uoie ne lose atandre a cop. 	167|168
154	car il occist 	Car il uoient bien |qu il mehaingne 	169|170
155|156	quanqu’il ataint. |Et la ou il encontre par aventure Gaheriet, 	quanqu il ataint. 	171
		Si auint par auanture 	172
		qu il encontra Gaheriet.	173
157	si li done tel cop par mi le hiaume 	Si li done en son uenir si grant cop en son hiaume	174
158	qu’il li fait santir dusque el test, 	quil li fait sentir sespee iuques en test. 	175
159	mais ne l’a mie navré a mort. 	Mais ne la mie naure a mort. 	176
160	Et cil vole des arçons, 	et il uole ius des arsons |que del cop que de la plaie. 	177|178
		Dont il estoit si angoisseus 	179
