0	Einsi leissierent celui jor et toute la semainne 	Ansi le laisserent celui ior et toute la semaine 	0
1	tant que Lanceloz fu gariz 	tant que lancelot fu egaris. 	1
2	et vient au chevalier 	Lors sen vint au cheualier en paueillon il auoit geu	2
3	qui avoit a non Carmadam et le mercie moult de ce 	qui auoit a non karmadan 	3
4	qu’il li avoit fait. « 	si li mercie moult de ce 	4
5|6	Si m’aïst Diex, je ne fuisse mie |si liez por le millor chastel 	quil li auoit fet. si mait diex fet li cheualiers. iou ne fuisse pas si lies pour le meillor castel 	5
7	que li rois Artus ait comme de ce 	que li roys artus ait comme de ce 	6
8	que vos estes gariz. 	que vous estes garis. 	7
9	Si m’an est grant honors avenue. 	si men est moult grant honor auenue 	8
10	quant tant avez demoré en mon ostel. « Biax sire, fait Lanceloz, je m’en voldrai demain aler, 	quant tant aues demoure en mon ostel. |Biau sire fet lancelot. iou men voldrai demain aler. 	9|10
11	si vos demant congié. — Sire, fet il, jel vos otroi, 	si vous demanc congie. Sire fet il iou le vous otroi 	11
12	puis qu’il vos plaist,	puis quil vous plaist. 	12
13	car outre vostre volenté ne vos retanroie je mie. 	quar outre vostre uolente ne vous retenroie iou pas. 	13
14	Et alez, fait il, 		
15|16	que Nostre Sires vos conduie en quel que leu |que vos ailliez. — 	Si ales que nostres sires vous conduie en quel que lieu 	14
17|18	Diex le face », fait Lanceloz. |Cele nuit fist li chevaliers plus grant feste 	que vous allies. diex le face fait lancelos. ele nuit fist li cheualiers moult grant ioie asses plus 	15
19	qu’il n’avoit fait devant. Au matin 	quil nauoit fait piecha. |Et au matin 	16|17
20	quant Lanceloz fu levez, la pucele vint a lui, 	quant lancelot fu leues la pucele vint a lui. 	18
21	et quant il la vit,	Et quant il le vit 	19
		si li dist. bele douce amie 	20
22	si li dist: « Bele douce amie, bien puissiez vos venir! je m’en voil aler a vostre congié. — Sire, fait ele, vos savez bien les couvenances 	bien puissies vous uenir. |quar iou men voel aler a uostre congie. Sire fait elle vous saues bien lez conuenences 	21|22
23	qui sont entre moi et vos 	qui sont entre moi et vous. 	23
24|25	et je ne sai |quant je vos reverrai mes. 	Et iou ne sai quant iou mais vous uerrai 	24
26	Et por ce vos demant je J. de voz joiaux 	et por ce vous demanc. j. de voz ioiaus 	25
27|28	que je puisse garder |por l’amor de vos,	que iou puisse garder pour lamour de vous. 	26
29	quant vos en serez 	quant vous vous en serois ales	27
30	alez,si que je vos en aie plus en remanbrance. — 	que iou vous en aie plus en ramembrance. 	28
31	Certes, damoiselle, fait il, volentiers. » 	Certes damoisele fet il volentiers 	29
32	Lors prant une soie ceinture a membres d’or 	Lors prent lancelot vne chainture 	30
33	qu’il avoit çeinte 	quil auoit a membres dor et lauoit chainte pour ce 	31
34	que la roine li avoit donnee 	que la royne li auoit donnee 	32
35	et dist: « Damoisele, tenez. Sachiez 	Si li dist. damoisele tenes. 	33
36	qu’il n’a el monde dame ne damoisele 	Certes feel il na el ja monde dame ne damoisele fors celle |qui la me donna 	34|35
37	a cui je la donnasse. » 	a qui iou le donnaisse.	36
38	Et cele l’an mercie moult, 	Et cele len mercie moult 	37
39	si la prant joieuse et liee, 	si le prent ioieuse et lie. 	38
40	puis li donna J. fermail d’or 	Et cele li dona vn fermail dor. 	39
