0	Einsi leissierent celui jor et toute la semainne 	lnsi lasciano quel giorno andare e tutta la settimana 	0
1|2	tant que Lanceloz fu gariz |et vient au chevalier 	tanto che Lancelotto fu tutto guarito. Elli viene al cavaliere, 	1
3	qui avoit a non Carmadam et le mercie moult de ce 	ch’avea nome Carmadan, |e l merceda molto di ciò 	2|3
4	qu’il li avoit fait. « 	che li aveva fatto. |Sire, 	4|5
5	Si m’aïst Diex, je ne fuisse mie 	se m’aiuti ldio, disse il cavaliere, |i'non fosse mica si lieto 	6|7
6	si liez por le millor chastel 	se l’uom m’avesse donato il miglior castello 	8
7	que li rois Artus ait comme de ce 	che l re Artù abia, |come di ciò 	9|10
8	que vos estes gariz. 	che vo' siete 	11
9	Si m’an est grant honors avenue. 	guarito:si me n’è grande honore avenuto 	12
10	quant tant avez demoré en mon ostel. « Biax sire, fait Lanceloz, je m’en voldrai demain aler, 	quando vo tanto avete dimorato in mio ostello. |— Bel sire, disse Lancelotto, 	13|14
		i' me ne vore domane andare, 	15
11	si vos demant congié. — Sire, fet il, jel vos otroi, 	si vo domando comiato. |— Sire, diss’elli, il ve l consento 	16|17
12	puis qu’il vos plaist,	poscia ch’elli vo piace, 	18
13|14	car outre vostre volenté ne vos retanroie je mie. |Et alez, fait il, 	ché oltre vostra volontà no vo riterrò i'mica. Andate, 	19
15	que Nostre Sires vos conduie en quel que leu 	che Nostro Signor vo conduca in qualche luogo	20
16	que vos ailliez. — 	che voi andiate. 	21
17	Diex le face », fait Lanceloz. 	— Dio il faccia, disse Lancelotto». 	22
18	Cele nuit fist li chevaliers plus grant feste 	uella notte fece il cavaliere più gran festa 	23
19	qu’il n’avoit fait devant. Au matin 	che non avea fatto davanti. |Al mattino,	24|25
20	quant Lanceloz fu levez, la pucele vint a lui, 	quando Lancelotto fu levato, la pulcella venne a-llui, 	26
21	et quant il la vit,	e quand’e’ la vide,	27
22	si li dist: « Bele douce amie, bien puissiez vos venir! je m’en voil aler a vostre congié. — Sire, fait ele, vos savez bien les couvenances 	si le disse: Bella dolze amica, |ben possiate vo venire! l’ me ne voglio andare a vostro comiato. 	28|29
		— Sire, diss’ella, 	30
		vo' sapete bene le convenenze 	31
23	qui sont entre moi et vos 	che sono intra me e voi, 	32
24	et je ne sai 	e io non so 	33
25	quant je vos reverrai mes. 	quand’io vo rivedrò mai, 	34
26	Et por ce vos demant je J. de voz joiaux 	e perciò vo domand’io un di vostri gioelli 	35
27|28	que je puisse garder |por l’amor de vos,	ch’i possa guardare per amor di voi 	36
29	quant vos en serez 	quando vo' voi ne sarete andato, 	37
30	alez,si que je vos en aie plus en remanbrance. — 	si ch’io vo n’abbia più in rimembranza. 	38
31	Certes, damoiselle, fait il, volentiers. » 	— Certo, damigella, diss’elli, volentier». 	39
32	Lors prant une soie ceinture a membres d’or 	Allor prende una sua cintura molto riccamente lavorata a membra d’oro e a pietre preziose 	40
33	qu’il avoit çeinte 	ch’elli avea cinta, 	41
34	que la roine li avoit donnee 	che lla reina li avea donata, 	42
35	et dist: « Damoisele, tenez. Sachiez 	e disse: Tenete, damigella, |e sappiate 	43|44
36|37	qu’il n’a el monde dame ne damoisele |a cui je la donnasse. » 	che non à al mondo dama né damigella a cu' i' passo la donasse». 	45
38	Et cele l’an mercie moult, 	eE quella ne l merceda molto, 	46
39	si la prant joieuse et liee, 	si la prende lieta e gioiosa; 	47
40	puis li donna J. fermail d’or 	poscia li dona un fermaglio d’oro 	48
41	et li prie 	e l priega 	49
42|43	qu’il le port a son col |por l’amor de lui, 	ch’elli il porti a suo collo per amore di lei, 	50
44	et il dist 	ed e' dice 	51
45	que si fera il volentiers. 	che si farà elli volentieri. 	52
46|47	Lors demande ses armes |et l’an li aporte; 	Allor domanda sue armi e l’uomo liellaporta; 	53
48	et quant il fu armez bien et bel, 	e quand’egli fu armato bene e bello, 	54
49	si prant congié a touz cels de laienz 	si prende comiato a tutti |que' di là entro;	55|56
50	et puis monte en son cheval 	'e poscia monta in su' cavallo 	57
51	et s’em part entre lui et Lyonel et la vielle 	e si parte intra lui e Lionel |e-lla vecchia 	58|59
52	qui les mainne tant amont et aval 	che-lli mena tanto a monte e a valle 	60
53	qu’il vindrent au chastel 	ch’elli vennero a un castello 	61
54	que li. V. frere tenoient 	ch'e sei fratelli tenevano, 	62
55	que li dus Karles lor peres guerreoit, cil a cui Gaheriez aidoit. 	e l duca lor padre gueregiavano, quegli a cui Gariet atava. 	63
56	Et quant Lanceloz i vint, il avoient ja perdu toute lor terre ne mes I. chastiax 	sE quando Lancelotto vi venne, elli avieno già perduta tutta lor terra, fôrse un sol castello	64
57|58	dont il n’osoient issir |et a la derrienne bataille avoient il perdu la moitié de lor homes. 	donde non osavano uscire: alla di dietro battaglia avieno e' perduti lametà di loro huomini. 	65
59	Et quant la vielle ot laienz mené Lancelot, il demande la verité de la guerre; 	eE quando la vecchia ebbe là entro amenato Lancelotto, |e ella domandò la verità della guerra, 	66|67
60	se li conte l’an les greingnors mençonges del monde 	si le contò l’uomo le magior menzogne del mondo, 	68
61	et blasment le duc a merveilles 	e biasimavano il duca a maraviglia. 	69
62	et Lanceloz cuida	E Lancelotto crede ben 	70
63	que ce fust voirs: 	che cciò fosse vero, 	71
64	si jura son sairement 	si giurò su' saramento 	72
65	qu’il ne lairoit jamés les V. freres devant 	che non lascerebbe i sei fratelli 	73
66	que li dus fust deseritez, 	davanti che l duca fusse diseritato; 	74
67	et ansi fist Lioniax. 	altresi fece Lionel. fol » 	75
