0	avoir trové. » 	auoir troue 	0
1	Si li conte tote s’aventure 	Si li conte tote sauenture 	1
2	issi com vos avés oi dire ça arrieres. 	ainsi com li contes la retraite. 	2
3	tant qu’il conoist bien 	Tant que il quenoit bien 	3
4	que c’est il 	que cest ele 	4
5	qu’ele quiert a, 	que il le quiert. 	5
6	Mais por le coros de la mort al seneschal ne se volt fere conoistre, 	mais por le corrous quil auoit de la mort au seneschal: |ne se wet faire quenoistre a li 	6|7
7	ains li respont: « 	si li dit. 	8
8|9	Certes, |damoisele, chevalier 	Certes damoisele 	9
10|11	qui porte escu blanc |ne conois je nul. — 	qui port escu blanc ne sai ie nul. 	10
12|13	En non Dieu, |sire, 	En no dieu fait ele 	11
14|15	fet ele, |ce poise moi chierement. » 	de ce me poise il trop durement. 	12
16	Et il n’en tient plus a li parole, 	et il ne tient plus a li parole. 	13
17	ains part si tost com il l’ot commandee a Dieu a et chevalche en tel maniere jusqu’a tierce 	Ains sen part si tost comme il lot comandee a dieu. |et cheuauche en tel maniere. 	14|15
18	tant qu’il vint a l’issue de la forest; 	tant quil uient a lissue de la forest	16
19	et il torne a destre vers un chemin viés et ancien; 	et il torne a destre uers le chemin uiee et acien 	17
20	si ne demora gueres 	Si ne demora gaires 	18
21	qu’il vint a une eve P lee et parfonde, 	quil uient a une eue lee et parfonde. 	19
22|23	mais il n’i trueve pont |ne gué ne passage nul. 	mais il ni trueue ne pont ne gue ne passaige nul. 	20
24	Et il regarde d’autre part de l’eve, 	et lors regarde il dautre part de leue. 	21
25	si voit I. petit chastel molt bien seant, 	Si uoit .i. petit chastelet mout bien feant 	22
26	clos de mur bateillié tot entor a la roonde. 	qui estoit clos de murs batilliez de toutes pars enuiron a la roonde 	23
27	ll regarde grant piece le chastel 	Il esgarde Longuement le chastel 	24
28	dont la façons li plest molt a regarder, 	dont Ia fasons li plait mout a esgarder. 	25
29	puis s’en torne contreval la riviere 	et puis sen torne tot contreual la riuere. 	26
30	por savoir 	Por sauoir 	27
31	s’il i peust trover ne pont ne gué, 	se il i troueroit ne pont ne gue. 	28
32|33	mais il n’en trueve point |et quant il voit 	mais il nen i trurue point : 	29
34	qu’il n’i passera, 		
35	si ne set que fere, 	si ne sot que faire 	30
36	que retorner ne voldroit il mie. 	car retorner ne wet il mie 	31
37	Atant voit issir del chastel une damoisele 	atant uoit issir une damoisele dou chastel 	32
38	qui ert tote nue en sa chemise, 	qui estoit tote nue en sa chemisse 	33
39	si le menoient troi vilain molt vilainement a 	si la menoient. iiii.tre ribaus mout uilment. 	34
40	et tenoit chescuns une hache en sa main; 	et tenoit chascuns une hache en sa main. 	35
41	et ele crioit 	et ele crioit 	36
42	quanque ele pooit crier 	quantque le pooit crier. 	37
43	por els 	por ciax 	38
44	qui li faisoient tel honte et tel laidure 	qui li fasoient tele honte. et tel laidure 	39
45	qu’il la venoient batant tot contreval la riviere. 	que il la menoient batant tout contrtual la riuiere t 	40
46|47	Et quant la damoisele vit le chevalier |de l’autre part de ! l’eve, 	quant la damoisele uoit le cheualier dautre part la riuiere. 	41
48|49	si commence a crier: « |Ha, 	si li comance a crier. ha: 	42
50|51	gentilz chevaliers, |secorés ceste damoisele 	gentis cheualiers secores ceste damoisele 	43
52|53	que cist ribaut vuelent ocirre. |Ha, 	que ciz ribaut wellet ocire. ha; 	44
54|55	frans hom, |ne m’i laissiés morir, 	frans hons ne mi laissiez morir 	45
56	se vos onques eustes pitié de nule gentil damoisele !» 	se uos eutes onques pitie de franche damosele. 	46
57	Quant Boors ot ce 	quant boh̾. oit cele 	47
58	qu’ele li prie si pitousement 	que si piteusement lapele 	48
59	qu'il la secore, 	et li prie quil la sekeure. 	49
60	si ne set que fere, 	Sire set que faire. 	50
61	kar volentiers li aidast 	car uolentiers li alait aidier 	51
62	s’il peust; 	se il poist. 	52
63	mais il voit l’eve noire et parfonde et si perilluse 	Mais il uoit leue si parfonde et si perilleuse 	53
64	qu’il cuide bien noier, 	que il cuide bien perir 	54
65	s’il se met dedens; 	se il se met dedans. 	55
66	et d'autre part il voit cele 	et dautre part il uoit cele 	56
67	qui si durement crie merci; 	qui si docemet li prie nc .ci. 	57
68	si l'em prent tels pitiés 	Si len prent tes pitiez 	58
69	qu’il en laisse totes poors 	quil en laisse totes paours. 	59
70	et fet le signe de la crois en mi son vis, 	Si fait le signe de la crois enmi son uis. 	60
71	puis enbrace l’escu 	puis enbrace lescu. 	61
72	et broche le cheval des esperons 	et broche le cheual des esperons 	62
73	et se fiert en l’eve. 	et se fiert en leue tot errantment. 	63
74|75	Et li chevals fu fors, |si commence a noer 	Et li cheuaus fu fors si comance a noer 	64
76	si tost com il ot terre perdue, 	si tost com il ot terre perdue 	65
77	si l’enporte d’autre part de la rive a quelque paine, 	si lenporte dautͤ part la riue a quelque painne. 	66
78	mais ançois ot beu de l’eve li uns et li autre, 		
79	et se li chevals ne fust si buens, 		
80	noié fuissent ambedui, 		
81	kar li chevaliers estoit pesans por les armes 		
82	qu’il avoit vestues. 		
83	Quant il fu de l’autre part de l’eve, 		
84|85	si ne descendi pas, |ains cort vers cels 	Si ne descendi pas ains cort uers ciax 	67
86	qui la damoisele tenoient 	qui la damoisele renoient 	68
87	et fiert si le premier 		
88	qu’il aconsieut 	que il consieut 	69
89	qu’il li met le glaive par mi le cors, 	quil li met le glaiue parmi le cors 	70
90	si l’abat a terre, 	si labat mort aterre. 	71
91	et li autre s’enfuient erraument 	et li autre sen fuient porre 	72
92	por ce que desarmé estoient. 	qu il estoient desarme. 	73
93	Et la damoisele 	et la damaisele 	74
94|95	qui delivree se voit |se met a genols devant Boort 	qui deliuree ce uoit se met a genous deuant boh̾ ha gentis cheualiers fait ele 	75
96	et dist: « 		
97	Ha, 		
98	gentils chevaliers, 		
99	de Dieu soiés vos beneois, 	beneois soiez uos de dieu. 	76
100	quant vos m’avés de mort rescosse, 	quant uos mauez de mort rescoce. 	77
101	et aorés en soit Diex, 	et aoures soit diex 	78
102	quant il ceste part vos amena, 	quant ils amena ceste part. 	79
