0	Or me dites, fet il, 	Or me dictes fait il 	0
1|2	se vos quenoissiez I. josne chevalier |qui est compaingnon de la Table Reonde 	si uous cognoissez ung ienne cheualier de la table ronde 	1
3	et a non Hestor des Mares. — 	qui a nom hector des mares. 	2
4|5	Si m’aist Diex, fait Lanceloz, je le conois bien. — |Et	si maist dieu fait lancelot ie le cognoys bien. 	3
6|7	que vos en samble? fait cil. |Voldra il ja riens ? —	Et que uous en semble fait il uaudra il ia riens 	4
8	Par Sainte Croiz, fait Lanceloz. je ne sai el monde chevalier de son aage 	Certes fait il ie ne scay |ou monde cheualier de son aage 	5|6
9	que je doutasse tant 	que ie doutasse 	7
10|11	com je feroie lui, |s’il nos couvenoit aler dusqu’a outrance, 	tant sil nous failloit aler iucqua outrance. 	8
12	car il est preuz et vistes et maniers	car il est preux et uiste. 	9
13	et porroit soffrir merveille de l travail, 	et pourroit souffrir grant trauail 	10
14	si com je cuit. —	comme ie cuide 	11
15	Et savez vos, fait il, 	Et sauez uous fait il 	12
16	qui il est? — 	quil est.	13
17	Si m’aïst Diex, fait il, nenil, je nel connois 	Si maist dieu fait il nennil ie ne le cognoys 	14
18	se de veue non, 	que de ueue. 	15
19	mais tant vos di je bien 	mais ie uous dy bien 	16
20	qu’il est bons chevaliers 	quil est bon cheualier et preux.	17
21|22	et preuz et plus pris sa chevalerie |que la mon signor Gauvain. — 	et plus prise ie sa cheualierie que celle de messire gauuain. 	18
23	Si m’aïst Diex, fait li ostes, 	Si|maist dieu fait loste. par nature 	19|20
24	par nature doit il estre bons chevaliers, 	doit il estre bon cheualier. 	21
25	car ses peres fu I. des bons chevaliers dou monde, 	car son pere fut ung des meilleurs cheualiers du monde. 	22
26	ce fu li rois Ban de Benoye 	ce fu le roy ban de benoic 	23
27	qui l’engendra. » 	qui lengendra 	24
28	Lors se mervilla Lanceloz plus que devant 	Lors se merueille lancelot. 	25
29	et dist : « 	et dist bel hoste uous auez mespris 	26
30	Biax ostes, vos avez mespris, par avanture l’an vos a fait mançonge entandant. — En non Deu, fait il, je sai vraiement 	car par auanture len uous a fait entendre menconge |Certes sire ie scar urayement 	27|28
31|32	que li rois Ban de Benoye |qui vos engendra engendra celui Hestor 	que le roy ban de benoic engendra cest hector 	29
33	que vos me dites, 	que uous me dictes. 	30
34	et si vos dirai comment. — 	et si uous diray comment. 	31
35	Or me dites, fait Lanceloz, 	Or dictes fait lancelot. 	32
36	quar vos me faites tout mervillier, — Il avint, fait li chevaliers, n’a mie lonc tans, 	car uous me faictes tout merueiller. Il aduint fait le chl̃t 	33
37	quant li rois Uterpandragon fu morz 	quant le roy uterpandragon fu mort 	34
38	et l’an vost couronner le roi Artu 	et len ueult couronner le roy artus 	35
39	qui lors ert jovenes enfés, 	qui estoit encor ienne enfant 	36
40	que li baron 	que les barons 	37
41|42	qui de Uterpandragon tenoient refurent mandé devant le roi Artu |et 	qui tenoient de uterpandragon furent mandez de artus 	38
43	por recevoir lor fiez de lui	pour receuoir leurs fiefs de luy 	39
44	et por faire lui homage, 	et pour luy faire hommage. 	40
45	et tant que li rois Bans entre lui et le roi Boort de Gaunes son frere furent venu a la feste 	tant que li roy ban |et le roy boort de gaunes son frere furent mandez a la feste 	41|42
46	et jurent une nuit en ce chastel 	et ieurent une nuyt en ce chastel 	43
47	ou vos volsistes ersoir entrer. 	ou uous ueistes arsoir entrer 	44
48|49	A celui |tans en estoit sires li dus des Mares	A celuy temps en estoit sire le duc des mares	45
50	qui avoit une fille la plus bele 	qui auoit une fille la plus belle 	46
51	que l’an seust en tout cest païs. 	qui fust en ce pays	47
52	Et quant li rois Bans la vit, 	et quant le roy ban la uit 	48
53|54	si la convoita tant por sa grant biauté |que il l’an fist mener en emblé	si la conuoita tant par sa beaute 	49
55|56	et jut a li |et engendra celui Hestor 	quil la fist emmener demblee et ieut o lie et engendra celuy hector 	50
57	dont je vos cont.	dont ie uous compte 	51
58	Et quant li chevaliers 	Et quant le ch̃lr a	52
59	a cui vos alez combatre li ot donné armes 	qui uous uous alez combatre luy eut donne armes 	53
60	por aler a la cort le roi Artu, 	pour aler a la court du roy 	54
61	li desfendi il bien 	artus il luy deffendy bien 	55
62	qu’il ne se feist connoistre a vos, 	quil ne se fist pas cognoistrea uous 	56
63	se sa prouesce ne li acontoit i 	si sa prouesce ne luy acomtoit. 	57
64	et il dist loiaument 	Et il dist 	58
65	que no feroit il. 	que non feroit il. 	59
66	Si me merveil 	si me merueil 	60
67|68	quant il est si preuz |com vos dites, 	sil est si preux comme uous dictes 	61
69	qu’il ne s’est pieça acointiez a vos, 	qu il ne sest pieca acomte de uous 	62
70	car en ce qu’il est vostre frere n’avez vos nule honte. — 	Car uous nauez nulle honte en ce |dont il est uostre frere. 	63|64
71	Si m’aïst Diex, fait Lanceloz, honte n’en ai je mie, 	Si|maist dieu fait lancelot honte nen ay ie pas. 	65|66
72	ainz an sui liez et joianz, 	ains en suys lie et ioyeux 	67
73	quant il est mes freres; 	dont il est mon frere. 	68
74	et Diex en soit aourez 	et dieu soit loue	69
75	quant vos le m’avez dit,	dont uous le mauez dit. 	70
76	car jamais ne serai aise devant 	Car ie ne seray iamais aise |deuant	71|72
77	que j’en sache la verité; 	que ien sache la uerite. 	73
78	et ja 	et ia 	74
79	si tost ne le tandrai 	si tost ne le uerery	75
80	qu’il li couvendra rendre raison 	quil luy conuiendra rendre raison 	76
81|82	por|quoi il s’est tant celez envers moi. » 	pour quoy il sest tant cele uers moy. 	77
83	Tant ont alé parlant	Tant ont parle 	78
84	qu’il vindrent pres dou chastel 	qu ilz unidrent pres du chastel. 	79
85	et li ostes dist a Lancelot : « Sire, atandez moi I. poi ici 	et louste dist a lancelot. Sire actendez moy cy 	80
86	tant que je reviengne a vos 	tant que ie reuiegne a uous 	81
87|88	et je vos di |que je ne demorrai mie. » 	et ie ne demourray mie 	82
89	Et Lanceloz s’areste 	Et lancelot sarreste 	83
90	et cil s’en vait grant aleure dusqu’au chastel 	et cil sen ua grant aleure iucquau chastel 	84
91	et troeve le chevalier 	et regarde le cheualier 	85
92	qui gardoit l’antree, 	qui est a lentre 	86
93|94	qui ert frere la mere Hestor. |Et li chevaliers 	qui est frere a la mere de hector et le cheualier	87
95	qui venoit grant oirre le salue 	qui uenoit grant erre le salue. 	88
96	et cil li rent son salu 	et il luy rent son salut	89
97	qui bien le connoissoit, 	qui bien le cognoissoit. 	90
98	car il ert ses cousins germains. « Biaux cousins, fait li ostes, il couvient 	car il est son cousin germain. beau cousin fait loste. il uous conuient 	91
99	que vos preingniez bon conseil de vos meesmes 	que uous preignez bon conseil |de uous mesmes. 	92|93
100	et que vos ne soiez mie fel ne estouz, 	et que uous ne soyez pas foul. 	94
101	car ici vient li mieldres chevaliers del monde 	car cy uient le meilleur cheualier du monde 	95
102	por soi combatre a vos 	pour combatre a uous. 	96
103	et por passer le pont a force; 	et pour passer le pont a force 	97
104	et il est de si grant prouesce 	et il est de plus grant prouesce 	98
105	que vos nel porriez mie legierement soffrir, 	que uous nestes. |ne ne le pourrez pas legierement souffrir 	99|100
106|107	et|por ce ving je ça 	Et par ce uiens ir ca 	101
108|109	por dire vos |que vos i feissiez a lui la plus honorable pais 	afin que uous facez a luy la plus honnourable paix	102
110	que vos porriez. — 	que uous pourrez. 	103
111	Qui est il fait li chevaliers 	Qui est il fait le cheualier. 	104
112|113	qui garde le pont. — |C’est mes sires Lanceloz del Lac. — Enon Dieu, fait il, 	qui garde le pont cest messire lancelot du lac. 	105
114	encontre lut ne me combatrai je ja, 	Certes fait il contre luy ne me combatray ie ia 	106
115	se Diex plaist, 	si dieu plaist. 	107
116	car je n’i avroie ja honor ne plus qui li autre 	car ie ny auroye pas honneur non plus que les autres 	108
117|118	qui encontre lui se sont combatu. |Et meesmement 	qui se sont contre luy combatuz. et toutefoiz 	109
119	se bien le cuidoie conquerre, 	si ie le deuoye ores conqueirr 	110
120	ne m’i combatroie je mie, 	si ne my combatray mie. 	111
121	si le devroie je leissier 		
122	por amor de Hestor mon neveu cui freres il est. 	ains le lerray pour amour de hector mon nepueu |qui est son frere. 	112|113
123|124	Mais itant me dites |quex armes il porte.» 	Mais dictes moy quelz armes porte il. 	114
125	Et il li devise 	et il luy deuise 	115
126	et il connoist maintenant 	et il cognoist maintenant 	116
127	que ce est li chevaliers 	que cest cil 	117
128	qu’il abati ersoir en l’eve. « 	que il abaty arsoir en leaue. 	118
129|130	Ha, biax cousins, |que est ce 	Ha beau cousin quest ce 	119
