0|1	Or me dites, fet il, |se vos quenoissiez I. josne chevalier 	Or me dites fait li ostes ce uos quenoissiez .I. Iuesne cheualier	0
		qui a non hector des mares 	1
2	qui est compaingnon de la Table Reonde 	et est compains de la table reonde. 	2
3|4	et a non Hestor des Mares. — |Si m’aist Diex, fait Lanceloz, je le conois bien. — 	Oil fait lanc̃. 	3
5|6	Et|que vos en samble? fait cil. 	et que uos en sanble il. 	4
7	Voldra il ja riens ? —	Certes fait il 	5
8	Par Sainte Croiz, fait Lanceloz. je ne sai el monde chevalier de son aage 	que ie ne ui onques home de son aage 	6
9|10	que je doutasse tant |com je feroie lui, 	que ie dotasse autant comme lui. 	7
11	s’il nos couvenoit aler dusqu’a outrance, 		
12	car il est preuz et vistes et maniers	quil est preus et uistes 	8
13|14	et porroit soffrir merveille de l travail, |si com je cuit. —	et puet bien trauail. 	9
15	Et savez vos, fait il, 	et saues uos 	10
16	qui il est? — 	qui il est. 	11
17|18	Si m’aïst Diex, fait il, nenil, je nel connois |se de veue non, 	Certes fait lanc̃. nenil. ie ne le quenois fors dune ueue. 	12
19	mais tant vos di je bien 	mais ie sai bien 	13
20	qu’il est bons chevaliers 	quil est bons cheualiers et preus 	14
21|22	et preuz et plus pris sa chevalerie |que la mon signor Gauvain. — 	et plus pris sa cherrie que la monsignor .G. 	15
23	Si m’aïst Diex, fait li ostes, 	Certes fait il bons cheualiers 	16
24	par nature doit il estre bons chevaliers, 	doit il estre par droite nature.	17
25	car ses peres fu I. des bons chevaliers dou monde, 	Car ses peres fu uns des bons rois del monde. 	18
26	ce fu li rois Ban de Benoye 	Ce fu bans de bannoyc 	19
27	qui l’engendra. » 	qu il lengendra. 	20
28	Lors se mervilla Lanceloz plus que devant 	Lors sesmerueille lanc̃. 	21
29	et dist : « 	et dit. Sire uos aues mespris par auanture 	22
30	Biax ostes, vos avez mespris, par avanture l’an vos a fait mançonge entandant. — En non Deu, fait il, je sai vraiement 	lan uos a fait mensonge entandant. par foi fait |cil ie sai bien 	23|24
31|32	que li rois Ban de Benoye |qui vos engendra engendra celui Hestor 	quil est f̾is le roi de benoic. 	25
33|34	que vos me dites, |et si vos dirai comment. — 	si uos dirai commnt. Il auint 	26
35	Or me dites, fait Lanceloz, 		
36	quar vos me faites tout mervillier, — Il avint, fait li chevaliers, n’a mie lonc tans, 		
37	quant li rois Uterpandragon fu morz 	quant li rois uterpandragons fu mors 	27
38|39	et l’an vost couronner le roi Artu |qui lors ert jovenes enfés, 	et len uot coroner le roi artus : 	28
40	que li baron 	que li haut houme 	29
41|42	qui de Uterpandragon tenoient refurent mandé devant le roi Artu |et 	qui d uterpandragon auoient r̶e̶tenue terre furent mande furent mande por faire lui homage et faute 	30
43|44	por recevoir lor fiez de lui|et por faire lui homage, 	et por tenir lor terres de lui.	31
45	et tant que li rois Bans entre lui et le roi Boort de Gaunes son frere furent venu a la feste 	Tant que li rois bans et li rois hectors |qui frere estoient i furent uenu. nu. 	32|33
46|47	et jurent une nuit en ce chastel |ou vos volsistes ersoir entrer. 	et herbregerent une nuit en cel chastel ou nos habrigestes ersoir. 	34
48|49	A celui |tans en estoit sires li dus des Mares	A ses tans en estoit sires li dus des mares 	35
50	qui avoit une fille la plus bele 	qui ot une fille la plus bele 	36
51	que l’an seust en tout cest païs. 	que lan ceust en cest pais. 	37
52	Et quant li rois Bans la vit, 	Et qnent li rois la uit 	38
53|54	si la convoita tant por sa grant biauté |que il l’an fist mener en emblé	si la fit enbler	39
55	et jut a li 	et Iut a li 	40
56	et engendra celui Hestor 	et engendra hector. 	41
57|58	dont je vos cont.|Et quant li chevaliers 	et quant li cheualiers a	42
59	a cui vos alez combatre li ot donné armes 	cui uos alez combatre li dona armes 	43
60|61	por aler a la cort le roi Artu, |li desfendi il bien 	por aler a court li desfandi il 	44
62|63	qu’il ne se feist connoistre a vos, |se sa prouesce ne li acontoit i 	que ia ne ce feist quenoistre a uous. se Sa proesse ne len acointoit. 	45
64	et il dist loiaument 	et il dit 	46
65	que no feroit il. 	que non feroit il. 	47
66|67	Si me merveil |quant il est si preuz 	et mout me merueil cil est si preus 	48
68	com vos dites, 	com uos dites 	49
69	qu’il ne s’est pieça acointiez a vos, 	et quil nest piesa acointiez a uos. 	50
70	car en ce qu’il est vostre frere n’avez vos nule honte. — 	Car en ce quel est ur̃es freres nauez uos pas honte 	51
71	Si m’aïst Diex, fait Lanceloz, honte n’en ai je mie, 	Si maist diex fait lanc̃. honte |ni aurai ge pas 	52|53
72|73	ainz an sui liez et joianz, |quant il est mes freres; 	ains en sui mout liez. 	54
74|75	et Diex en soit aourez |quant vos le m’avez dit,	puis quil est ainsis que uos le mauez dit diex en soit aoures. 	55
76	car jamais ne serai aise devant 	que ie iamais ne cerai aise 	56
77	que j’en sache la verité; 	tant que ie laurai troue. 	57
78|79	et ja |si tost ne le tandrai 	Ne Ia plus tost ne le tanrai au mains 	58
80|81	qu’il li couvendra rendre raison |por	quil me randra raison de ce 	59
82	quoi il s’est tant celez envers moi. » 	qu il est tant celez uers moi. 	60
83	Tant ont alé parlant	Tant ont ale 	61
84	qu’il vindrent pres dou chastel 	quil uiennent pres dou chastel 	62
85|86	et li ostes dist a Lancelot : « Sire, atandez moi I. poi ici |tant que je reviengne a vos 	et li hostes dit a lanc̃. Sire atandes ore tant que ie reuangne. 	63
87	et je vos di 		
88	que je ne demorrai mie. » 		
89	Et Lanceloz s’areste 		
90|91	et cil s’en vait grant aleure dusqu’au chastel |et troeve le chevalier 	et il sen ua grant aleure droit au chastel. et trueue sor le pont le cheualier 	64
92	qui gardoit l’antree, 	qui gardoit lentree. 	65
93|94	qui ert frere la mere Hestor. |Et li chevaliers 	qui estoit oncles hestor freres sa mere. 	66
95|96	qui venoit grant oirre le salue |et cil li rent son salu 	Si sentresaluent. 	67
97	qui bien le connoissoit, 	Car bien se quenoissent 	68
98	car il ert ses cousins germains. « Biaux cousins, fait li ostes, il couvient 	quil estoient cousin germain. Sire fait li ostes il couient 	69
99	que vos preingniez bon conseil de vos meesmes 	que uos prangiez consel de uos meismes. 	70
100	et que vos ne soiez mie fel ne estouz, 	et que uos ne soies ne estous ne felons	71
101	car ici vient li mieldres chevaliers del monde 	que auient li muedres cheualiers del monde 	72
102|103	por soi combatre a vos |et por passer le pont a force; 	por combatre a uous por paser le pont a force. 	73
104	et il est de si grant prouesce 		
105	que vos nel porriez mie legierement soffrir, 		
106|107	et|por ce ving je ça 	Si uos pri 	74
108	por dire vos 		
109|110	que vos i feissiez a lui la plus honorable pais |que vos porriez. — 	que uos faciez la plus bele pais a lui que uos porrois. 	75
111	Qui est il fait li chevaliers 		
112|113	qui garde le pont. — |C’est mes sires Lanceloz del Lac. — Enon Dieu, fait il, 	qui est il fait il . Sire cest lanc̃ del lac. 	76
114|115	encontre lut ne me combatrai je ja, |se Diex plaist, 	par foi fait il contre lui ne me combatrai ie ia. 	77
116	car je n’i avroie ja honor ne plus qui li autre 	que ie ni auroie la honor nient plus que li autre 	78
117	qui encontre lui se sont combatu. 	qui a lui ce prannent. 	79
118|119	Et meesmement |se bien le cuidoie conquerre, 	et se ie le deuoie outrer 	80
120	ne m’i combatroie je mie, 		
121	si le devroie je leissier 	se le deuroi ie laissier 	81
122	por amor de Hestor mon neveu cui freres il est. 	por amor destor cui freres il est. 	82
123	Mais itant me dites 	et dites moi 	83
124	quex armes il porte.» 	ques armes il a 	84
125	Et il li devise 	et il li dit. 	85
126	et il connoist maintenant 	et il quenut bien 	86
127	que ce est li chevaliers 	que cestoit li cheualiers a	87
128	qu’il abati ersoir en l’eve. « 	cui il auoit Ioste le soir deuant. 	88
129	Ha, biax cousins, 	Biax cousins fait il 	89
130	que est ce 	ques ce 	90
131	que vos me dites ? Cuidiez vos donc 	que uos dites 	91
132	que ce soit Lanceloz 	cui diez uos 	92
133	qui porte les blanches armes ? — 	por ce ce il a blanches armes 	93
134	Oil, fait il, je le sai vraiement. — 	que ce soit lanc̃. |Oil fait il. 	94|95
135	En non Deu, non est, 	Certes non est	96
136|137	ce |ne fu onques Lanceloz, cil 	ce ne fu onques ciz lanc̃. 	97
138|139	qui fu filz le roi |Ban 	qui fu fis le roi ban.	98
140	que l’an tient a si bon chevalier, 	que len tient a si bon cheualier 	99
141|142	car il vint ci ersoir tout tart |et jostai a lui 	qui ersoir uint ci et Iostai a lui 	100
143	si que je l’abati en ce fossé; 	et labati el fosse. 	101
144	et se il fust li chevalier 	et se il fus si bons cheualiers 	102
