0	Or me dites, fet il, 	pues dixo el huesped 	0
1|2	se vos quenoissiez I. josne chevalier |qui est compaingnon de la Table Reonde 	conoçedes vos vn cauallero Mançebo 	1
3|4	et a non Hestor des Mares. — |Si m’aist Diex, fait Lanceloz, je le conois bien. — 	que a nombre estor de mares si conozco 	2
5	Et	dixo el 	3
6|7	que vos en samble? fait cil. |Voldra il ja riens ? —	que es muy buen cauallero en armas 	4
8|9	Par Sainte Croiz, fait Lanceloz. je ne sai el monde chevalier de son aage |que je doutasse tant 	y muy bien arreçiado y muy lixero 	5
10|11	com je feroie lui, |s’il nos couvenoit aler dusqu’a outrance, 	y mucho mas preçio su Caualleria 	6
12|13	car il est preuz et vistes et maniers|et porroit soffrir merveille de l travail, 	que la de don galuan 	7
14|15	si com je cuit. —|Et savez vos, fait il, 	y dixo el huesped 	8
16	qui il est? — 		
17	Si m’aïst Diex, fait il, nenil, je nel connois 		
18	se de veue non, 		
19|20	mais tant vos di je bien |qu’il est bons chevaliers 	por linaje deuelo ser muy buen Cauallero 	9
21|22	et preuz et plus pris sa chevalerie |que la mon signor Gauvain. — 	ca el es fijo del Rey ban de benoit 	10
23|24	Si m’aïst Diex, fait li ostes, |par nature doit il estre bons chevaliers, 	y quando don lançarote lo oyo fue muy marauillado 	11
25|26	car ses peres fu I. des bons chevaliers dou monde, |ce fu li rois Ban de Benoye 	y dixo al huesped 	12
27	qui l’engendra. » 	esto es verdad 	13
28|29	Lors se mervilla Lanceloz plus que devant |et dist : « 	pordios señor dixo el huesped 	14
30|31	Biax ostes, vos avez mespris, par avanture l’an vos a fait mançonge entandant. — En non Deu, fait il, je sai vraiement |que li rois Ban de Benoye 	verdad es que el Rey ban lo fizo enla fija del duque mares 	15
32	qui vos engendra engendra celui Hestor 	y direvos 	16
33	que vos me dites, 	como asi fue 	17
34	et si vos dirai comment. — 	que quando vter padragon Rey de la gran bretaña murio el Rey artur fue Rey ansi Como sabedes por elecçion dela espada 	18
35	Or me dites, fait Lanceloz, 	entonzes se ayuntaron |y todos los Reyes y perlados y condes y Ricos omes dela tierra toda paralo ver sagrar e coronar 	19|20
36	quar vos me faites tout mervillier, — Il avint, fait li chevaliers, n’a mie lonc tans, 	y porle fazer omenajes porlas villas y porlos castillos 	21
37	quant li rois Uterpandragon fu morz 	entonçes vinieron al corte el Rey ban vuestro padre 	22
38	et l’an vost couronner le roi Artu 	e su hermano el Rey bores 	23
39	qui lors ert jovenes enfés, 	y abinoles 	24
40	que li baron 	ansi que aluergaron 	25
41|42	qui de Uterpandragon tenoient refurent mandé devant le roi Artu |et 	y el duque mares hera entonzes señor de aquel castillo 	26
43|44	por recevoir lor fiez de lui|et por faire lui homage, 	y tenia ay vna su fija la mas fermosa de toda la tierra 	27
45|46	et tant que li rois Bans entre lui et le roi Boort de Gaunes son frere furent venu a la feste |et jurent une nuit en ce chastel 	y quando la vio el Rey ban pagose della y ella otrosi del y echose conella a furto 	28
47|48	ou vos volsistes ersoir entrer. |A celui 	e fizo enella aestor 	29
49	tans en estoit sires li dus des Mares	de que agora avos marauillades 	30
50|51	qui avoit une fille la plus bele |que l’an seust en tout cest païs. 	por ser vuestro hermano 	31
52|53	Et quant li rois Bans la vit, |si la convoita tant por sa grant biauté 	y quando aqueste con quien vos ydes conbatir agora lo ymbio ala corte del Rey artur ase fazer cauallero le dixo 	32
54|55	que il l’an fist mener en emblé|et jut a li 	que non se fiziese Conoçer 	33
56|57	et engendra celui Hestor |dont je vos cont.	fastaque fuese conoçido por muchos lugares 	34
58|59	Et quant li chevaliers |a cui vos alez combatre li ot donné armes 	Por buen cauallero en armas y el ansi lo prometio quelo faria 	35
60	por aler a la cort le roi Artu, 	y porende me marauillo |pues el es tan buen Cauallero 	36|37
61	li desfendi il bien 	Como vos deçides 	38
62|63	qu’il ne se feist connoistre a vos, |se sa prouesce ne li acontoit i 	como non se vos a fecho conozer 	39
64|65	et il dist loiaument |que no feroit il. 	que vos non abredes desonrra en tenerlo por hermano çierto dixo don lançarote 	40
66|67	Si me merveil |quant il est si preuz 	ante he muy gran honrra 	41
68|69	com vos dites, |qu’il ne s’est pieça acointiez a vos, 	e tengome por bien andante 	42
70|71	car en ce qu’il est vostre frere n’avez vos nule honte. — |Si m’aïst Diex, fait Lanceloz, honte n’en ai je mie, 	y dios sea loado 	43
72|73	ainz an sui liez et joianz, |quant il est mes freres; 	que me fizo tanto bien 	44
74	et Diex en soit aourez 	y non sere alegre fasta quelo alle y bere 	45
75	quant vos le m’avez dit,	que me dira 	46
76|77	car jamais ne serai aise devant |que j’en sache la verité; 	porque tanto sea enCubierto de my 	47
78|79	et ja |si tost ne le tandrai 	Como don lançarote y el huesped 	48
80	qu’il li couvendra rendre raison 		
