0	Or me dites, fet il, 	Or me dictes fist il/ 	0
1	se vos quenoissiez I. josne chevalier 	se uous congnoissez ung ieune cheualier/ 	1
2	qui est compaingnon de la Table Reonde 	qui est compaignon de la table ronde le 	2
3	et a non Hestor des Mares. — 	quel a a nom hector des mares. 	3
4	Si m’aist Diex, fait Lanceloz, je le conois bien. — 	Si maist dieu fist il ie le congnoiz bien. 	4
5	Et	Et	5
6	que vos en samble? fait cil. 	que uous en semble il fist le cheualier 	6
7	Voldra il ja riens ? —	uauldra il ia riens en armes. 	7
8	Par Sainte Croiz, fait Lanceloz. je ne sai el monde chevalier de son aage 	Par saincte croix fist lancelot ie ne scay au monde cheualier de son aage/ 	8
9	que je doutasse tant 	que ie doubtasse autant de main 	9
10	com je feroie lui, 	comme ie feroye lui 	10
11	s’il nos couvenoit aler dusqu’a outrance, 	se il nous conuenoit aller iusques a oultrance/ 	11
12	car il est preuz et vistes et maniers	Car il est legier 	12
13	et porroit soffrir merveille de l travail, 	et assez peult souffrir peine et trauail 	13
14	si com je cuit. —	si comme ie cuide/ 	14
15	Et savez vos, fait il, 	Et scauez fist il 	15
16	qui il est? — 	qui il est/ 	16
17|18	Si m’aïst Diex, fait il, nenil, je nel connois |se de veue non, 	Si maist dieu fist il nenny ie ne le congnoiz fors que de ueue. 	17
19	mais tant vos di je bien 	Mais tant uous diz ie bien 	18
20	qu’il est bons chevaliers 	quil est bon cheualier et preux. 	19
21	et preuz et plus pris sa chevalerie 	Et plus prisie de sa cheualerie/ 	20
22	que la mon signor Gauvain. — 	que messire gauuain. 	21
23	Si m’aïst Diex, fait li ostes, 	Si maist dieu fist son hoste par nature 	22
24	par nature doit il estre bons chevaliers, 	doit il estre bon cheualier. 	23
25	car ses peres fu I. des bons chevaliers dou monde, 	Car son pere fut ung des bons cheualiers du monde. 	24
26	ce fu li rois Ban de Benoye 	Ce fut Ban de benoic 	25
27	qui l’engendra. » 	qui lengendra. 	26
28	Lors se mervilla Lanceloz plus que devant 	Lors sen merueilla lancelot plus que deuant/ 	27
29	et dist : « 	et luy dist quest ce 	28
30	Biax ostes, vos avez mespris, par avanture l’an vos a fait mançonge entandant. — En non Deu, fait il, je sai vraiement 	que uous dictes bel hoste uous auez mesprins par auenture ou len uous a fait mensonge entendant En nom dieu fist il ie scay urayement 	29
31|32	que li rois Ban de Benoye |qui vos engendra engendra celui Hestor 	que le rop ban de benoic engendra icellui hector/ 	30
33	que vos me dites, 	et	31
34	et si vos dirai comment. — 	si uous diray |comment. 	32|33
35	Or me dites, fait Lanceloz, 	Or me dictes fist Lancelot 	34
36	quar vos me faites tout mervillier, — Il avint, fait li chevaliers, n’a mie lonc tans, 	Car uous me faictez durement merueiller Il auint fist le cheualier 	35
37	quant li rois Uterpandragon fu morz 	que du temps du roy uterpendragon/ 	36
38	et l’an vost couronner le roi Artu 	et quant len uoulut courenner le roy artus 	37
39	qui lors ert jovenes enfés, 	qui lors estoit ieune enfant/ 	38
40	que li baron 	que tous les haultz barons 	39
41	qui de Uterpandragon tenoient refurent mandé devant le roi Artu 	qui du roy artus tenoient terre furent mandez a son courennement 	40
42|43	et |por recevoir lor fiez de lui	pour recepuoir les fiefz de lui 	41
44	et por faire lui homage, 	et pour lui faire hommaige/ 	42
45	et tant que li rois Bans entre lui et le roi Boort de Gaunes son frere furent venu a la feste 	et tant que le roy ban py uint auec le roy boort de gannes son frere 	43
46	et jurent une nuit en ce chastel 	si geurent une nuyt en ce chastel/ 	44
47	ou vos volsistes ersoir entrer. 		
48|49	A celui |tans en estoit sires li dus des Mares	ou uous uoulustes ersoir hebergier En celui temps en estoit sire le seigneur des mares 	45
50	qui avoit une fille la plus bele 	qui auoit une fille/ la plus belle damoiselle 	46
51	que l’an seust en tout cest païs. 	qui fust en ce pais/ 	47
52	Et quant li rois Bans la vit, 	Et quant le roy ban la uit 	48
53	si la convoita tant por sa grant biauté 	si la conuoita moult pour sa grant beaulte/	49
54	que il l’an fist mener en emblé	tant qu il la fist amener en emblee, 	50
55	et jut a li 	si geut auec elle	51
56	et engendra celui Hestor 	et engendra celluy hector 	52
57	dont je vos cont.	dont ie uous compte. 	53
58	Et quant li chevaliers 	Et quant le cheualier	54
59	a cui vos alez combatre li ot donné armes 	a qui uous allez combatre lui eut donne armes 	55
60	por aler a la cort le roi Artu, 	pour aller a la court au roy artus 	56
61	li desfendi il bien 	si lui deffendit 	57
62	qu’il ne se feist connoistre a vos, 	que ia a uous ne se fist a congnoistre 	58
63	se sa prouesce ne li acontoit i 	se par prouesse non/ 	59
64	et il dist loiaument 	et il dist urayement 	60
65	que no feroit il. 	que non seroit il. 	61
66	Si me merveil 	Si me merueille 	62
67	quant il est si preuz 	puis quil est si preux 	63
68	com vos dites, 	comment uous dictes/ 	64
69	qu’il ne s’est pieça acointiez a vos, 	qu il ne sest pieca acointie de uous.|Car de ce 	65|66
70	car en ce qu’il est vostre frere n’avez vos nule honte. — 	quil est uostre frere/ |ne auez uous nulle honte/	67|68
71	Si m’aïst Diex, fait Lanceloz, honte n’en ai je mie, 	Si maist dieu fist lancelot honte |ne y ay ie mie/ 	69|70
72	ainz an sui liez et joianz, 	aincoiz en suis tresfort ioyeulx 	71
73	quant il est mes freres; 	dent il est mon frere/ 	72
74	et Diex en soit aourez 	et dieu en soit aoure de ce 	73
75	quant vos le m’avez dit,	que le mauez dit. 	74
76	car jamais ne serai aise devant 	Car iamais ne seray aise 	75
77	que j’en sache la verité; 	deuant que ie en saiche la uerite/ 	76
78|79	et ja |si tost ne le tandrai 	et ia si tost ne le tiendray 	77
80	qu’il li couvendra rendre raison 	que rendre lui en conuiendra rayson 	78
81|82	por|quoi il s’est tant celez envers moi. » 	pour quoy il cest tant cele de moy. 	79
83	Tant ont alé parlant	Tant allerent parlant 	80
84	qu’il vindrent pres dou chastel 	qu ilz uindrent pres du chastel 	81
85	et li ostes dist a Lancelot : « Sire, atandez moi I. poi ici 	si dist loste a lancelot. Sire attendez moy ung peu icy 	82
86	tant que je reviengne a vos 	tant que ie reuienne a uous 	83
87|88	et je vos di |que je ne demorrai mie. » 	et ie ne demourray gaires/	84
89	Et Lanceloz s’areste 	Et lancelot se arresta. 	85
90|91	et cil s’en vait grant aleure dusqu’au chastel |et troeve le chevalier 	et loste sen ala iusques au chastel si trouua le cheualier 	86
92	qui gardoit l’antree, 	qui gardoit lentree 	87
93	qui ert frere la mere Hestor. 	lequel estoit frere a la mere hector/ 	88
94	Et li chevaliers 	et loste 	89
95	qui venoit grant oirre le salue 	qui uenoit grant erre le salua 	90
96	et cil li rent son salu 	et laut̾ lui rendit sen salut 	91
97	qui bien le connoissoit, 	qui bien le congnoissoit 	92
98	car il ert ses cousins germains. « Biaux cousins, fait li ostes, il couvient 	car il estoit sen cousin germain beau cousin fist loste. Il conuient 	93
99	que vos preingniez bon conseil de vos meesmes 	que uous pregniez bon conseil de uous mesmes/ 	94
