0	avoir trové. » 	porce |que io le uodroie auoir troue 	0|1
1	Si li conte tote s’aventure issi 	Si li conte tote sauenture	2
2	com vos avés oi dire ça arrieres. 	ainsi com li contes la retraite. 	3
3	tant qu’il conoist bien 	Tant que il quenoit bien 	4
4	que c’est il 	que cest ele 	5
5	qu’ele quiert a, 	que il le quiert. 	6
6	Mais por le coros de la mort al seneschal ne	mais por le corrous |quil auoit de la mort au seneschal: 	7|8
7	se volt fere conoistre, 	ne se wet faire |quenoistre a li	9|10
8	ains li respont: « 	si li dit. 	11
9	Certes, damoisele, chevalier 	Certes damoisele 	12
10	qui porte escu blanc 	qui port escu blanc ne sai ie nul. 	13
11	ne conois je nul. — En non Dieu, sire, fet ele, 	En no dieu fait ele 	14
12	ce poise moi chierement. » 	de ce me poise il trop durement. 	15
13	Et il n’en tient plus a li parole, 	et il ne tient plus a li parole. 	16
14	ains part si tost 	Ains sen part	17
15	com il l’ot commandee a Dieu a et chevalche en tel maniere jusqu’a tierce 	si tost comme il lot comandee a dieu. |et cheuauche en tel maniere. 	18|19
16	tant qu’il vint a l’issue de la forest; 	tant quil uient a lissue de la forest 	20
17	et il torne a destre vers un chemin viés et ancien; 	et il torne a destre uers le chemin uiee |et acien 	21|22
18	si ne demora gueres 	Si ne demora gaires	23
19	qu’il vint a une eve P lee et parfonde, 	quil uient a une eue lee et parfonde. 	24
20	mais il n’i trueve pont 	mais il ni trueue ne pont ne 	25
21	ne gué ne passage nul. 	gue ne passaige nul. 	26
22	Et il regarde d’autre part de l’eve, 	et lors regarde il dautre part de leue. 	27
23	si voit I. petit chastel molt bien seant, clos de mur bateillié tot entor a la roonde. ll regarde grant piece le chastel 	Si uoit .i. petit chastelet mout bien feant |qui estoit clos de murs batilliez de toutes pars enuiron a la roonde Il esgarde Longuement le chastel 	28|29
24	dont la façons li plest molt a regarder, 	dont Ia fasons li plait mout a esgarder. 	30
25	puis s’en torne contreval la riviere	et puis sen torne tot contreual la riuere. 	31
26	por savoir 	Por sauoir 	32
27	s’il i peust trover ne pont ne gué, 	se il i troueroit |ne pont ne gue. 	33|34
28|29	mais il n’en trueve point |et quant il voit 	mais il nen i trurue point : 	35
30|31	qu’il n’i passera, |si ne set 	si ne sot 	36
32	que fere, 	que faire 	37
33|34	que retorner ne voldroit il mie. |Atant voit issir del chastel une damoisele 	car retorner ne wet il mie atant uoit issir une damoisele dou chastel 	38
35	qui ert tote nue en sa chemise,	qui estoit tote nue en sa chemisse 	39
36	si le menoient troi vilain molt vilainement a 	si la menoient. iiii.tre ribaus mout uilment. 	40
37	et tenoit chescuns une hache en sa main; 	et tenoit chascuns une hache en sa main. 	41
38	et ele crioit 	et ele crioit 	42
39|40	quanque ele pooit crier |por els 	quantque le pooit crier. por ciax 	43
41	qui li faisoient tel honte et tel laidure 	qui li fasoient tele honte. et tel laidure 	44
42	qu’il la venoient batant tot contreval la riviere. 	que il la menoient batant tout contrtual la riuiere t 	45
43	Et quant la damoisele vit le chevalier de l’autre part de ! l’eve, 	quant la damoisele uoit le cheualier dautre part la riuiere. 	46
44	si commence a crier: « 	si li comance a crier.	47
45	Ha, gentilz chevaliers, secorés ceste damoisele 	ha: gentis cheualiers secores ceste damoisele 	48
46	que cist ribaut vuelent ocirre. 	que ciz ribaut wellet ocire. 	49
47|48	Ha, frans hom, |ne m’i laissiés morir, 	ha; frans hons ne mi laissiez morir 	50
49	se vos onques eustes pitié de nule gentil damoisele !» 	se uos eutes onques pitie de franche damosele. 	51
50	Quant Boors ot ce 	quant boh̾. oit cele 	52
51|52	qu’ele li prie |si pitousement 	que si piteusement lapele 	53
53	qu'il la secore, 	et li prie 	54
54	si ne set que fere, 	quil la sekeure. Sire set |que faire. 	55|56
55	kar volentiers li aidast 	car uolentiers li alait aidier 	57
56	s’il peust; 	se il poist. 	58
57	mais il voit l’eve noire et parfonde et si perilluse 	Mais il uoit leue si parfonde et si perilleuse 	59
58	qu’il cuide bien noier, 	que il cuide bien perir 	60
59	s’il se met dedens; 	se il se met dedans. 	61
60	et d'autre part il voit cele 	et dautre part il uoit cele 	62
61	qui si durement crie merci; 	qui si docemet li prie nc .ci.	63
62	si l'em prent tels pitiés 	Si len prent tes pitiez 	64
63	qu’il en laisse totes poors 	quil en laisse totes paours. 	65
64	et fet le signe de la crois en mi son vis, 	Si fait le signe de la crois enmi son uis. 	66
65	puis enbrace l’escu 	puis enbrace lescu. 	67
66	et broche le cheval des esperons 	et broche le cheual des esperons 	68
67	et se fiert en l’eve. 	et se fiert en leue tot errantment.	69
68|69	Et li chevals fu fors,|si commence a noer 	Et li cheuaus fu fors si comance a noer 	70
70	si tost com il ot terre perdue, 	si tost com il ot terre perdue 	71
71	si l’enporte d’autre part de la rive a quelque paine, 	si lenporte dautͤ part la riue a quelque painne. 	72
72	mais ançois ot beu de l’eve li uns et li autre, 		
73	et se li chevals ne fust si buens, noié fuissent ambedui, 		
74	kar li chevaliers estoit pesans por les armes 		
75	qu’il avoit vestues. 		
76	Quant il fu de l’autre part de l’eve, 		
77|78	si ne descendi pas, |ains cort vers cels 	Si ne descendi pas ains cort uers ciax 	73
79	qui la damoisele tenoient 	qui la damoisele renoient 	74
80	et fiert si le premier 		
81	qu’il aconsieut 	que il consieut 	75
82	qu’il li met le glaive par mi le cors, 	quil li met le glaiue parmi le cors	76
83	si l’abat a terre, 	si labat mort aterre. 	77
84	et li autre s’enfuient erraument 	et li autre sen fuient 	78
85	por ce 	porre 	79
86	que desarmé estoient. 	qu il estoient desarme. 	80
87	Et la damoisele	et la damaisele 	81
88	qui delivree se voit se met a genols devant Boort 		
89|90	et dist: « |Ha, gentils chevaliers, de Dieu soiés vos beneois, 	qui deliuree ce uoit se met a genous deuant boh̾ ha gentis cheualiers fait ele beneois soiez uos de dieu. 	82
91	quant vos m’avés de mort rescosse, 	quant uos mauez de mort rescoce. 	83
92	et aorés en soit Diex, 	et aoures soit diex 	84
93	quant il ceste part vos amena, 	quant ils amena ceste part. 	85
94	kar cist gloton m’euissent ja morte. — Damoisele, fet il,	Car cil gloton meussent ia morte 	86
95	por quoi ? — Sire fet ele, jel vos dirai bien, 	ce uos ne fussiez. Damoisele fait il porcoi. Sire fait ele ie le uos dirai bien. 	87
96|97	mais|que vos m’aiés mise a sauveté. — 	mais que uos maiez misse a Sauuete. 	88
98	Coment ? fet il. Avés vos dont garde ? — 	Coument fait il auez uos dont garde. 	89
99	Certes, fet ele, ja asseur ne seraî fant 	Certes sire faic ele ia a seur ne sera 	90
100	com je sache laiens le seignor del chastel, 	tant com ie saiche laiens le signeur de cest chastel. 	91
