0|1	Einsi fu Lanceloz III. jorz laienz, |si adolez 	Ainsi fu lancelot leans troys iours si adoule 	0
2	qu’il em perdi le boivre et le mangier. 	quil en perdy le boire et le manger 	1
3	Si em pesoit moult a une damoisele de laienz 	et pensoit moult a une damoisele de leans	2
4	qui chascun jor li aportoit à mengier 	qui chascun iour luy aportoit a manger 	3
5|6	et li avoient baillie a servir et a garder. |Et ele li faisoit touz les biens	et luy auoient baille pour le seruir. Elle lu faisoit tous les biens 	4
7	qu’ele pooit el monde 	qu elle pouoit ou monde 	5
8	et li pesoit molt de son courrouz. Au quart jor aprés furent venu li chevalier de laienz d’un tornoiement 	et luy pesoit moult de son corroux. |An quart iour apres furent uenuz les cheualiers de leans du tornoyement. 	6|7
9|10	qui le jor devant avoit esté; |si enconmancerent tant a parler 	Lors commenca a penser	8
11|12	et ça et la |que Lanceloz l’antandi bien 	et a soy corroucer a luy mesmes. 	9
13|14	qu’il venoient d’un tornoiement. |Lors conmance a penser et a correcier soi a lui meismes et dist 	et dit 	10
15	qu’il ne fu onques nus 	quil ne fu oncquez 	11
16	si maleurous chevaliers 	mais nul si maleureux cheualier 	12
17	com il est, 	comme il est. 	13
18	car quant il est sains et haitiez 	car quant il est sain 	14
19	et il devroit aler par tout le monde 	et haitie il deuroit aller par tout le monde 	15
20	et achever les perilleuses aventures 	et acheuer les perilleuses auantures 	16
21	que li autre n’osent atandre et il avroit bien pooir de mener les a chief, 	que les autres nousent actendre. |et il auroit bñ pouoir de les mener a chief. 	17|18
22	lors le metent deable em prison 	mais ores lont mis deables en prison 	19
23	si qu’il n’est nul tans qu’il ne soit malades ou emprisonnez. 	si quil nest nul temps |quil ne soit malade ou emprisonne. 	20|21
24	Lors regrete ses mescheances 	Lors regrete ses meschances 	22
25	dont il avoit trop souvant; 	dont il auoit trop souuent 	23
26	si conmance a faire trop mervilleux duel. 	si comance a faire trop merueilleux deul. 	24
27	Lors vient laienz la damoisele 	Lors uient leans la damoisele 	25
28	qui de lui se prenoit garde; 	qui de luy |si prenoit garde. 	26|27
29	et quant ele l’i vit tel duel mener, 	et quant elle le uit mener tel deul	28
30	si en est trop dolente. « 	si en est trop doulente. 	29
31	Ha, sire, fait ele, 	haa sire fait elle 	30
32	que avez vos 	quant uous 	31
33	qui tel duel menez ? — Damoisele, ja ne devroie je mie duel mener, 	qui menez tel deul. Damoisele fait il ie ne deuroye pas mener deul.	32
34	mes moi occirre, 	mais moccire 	33
35	car je sui li plus mescheanz chevaliers del monde. — Sire, fait ele, par la riens 	car ie suys le plus meschant cheualier du monde. Sire fait elle par la chose 	34
