0	Lors saut avant li nains 		
1|2	et dist a mon signor Vvain: «Sire,|tant sachiez vos de Lancelot 	señor dixo el enano 	0
3|4	qu’il est sains |et haitiez 	yo lo vi sano y alegre 	1
5|6	ne n’a pas encor V. jorz |que je le vi a I. tornoiement 	no a mas de seis dias envn torneo 	2
7|8	qui fu feruz devant le chastel a la Charrete des chevaliers de Gorre et des homes le roi de Norgales, |et si le fist si bien a cele assemblee 	que fue enel castillo dela carreta 	3
9	qu’il vainqui tout 		
10	et emporta tout le pris d’une part et d’autre. 		
11	Et por ce que vos m’en creez mielz, vos di je 		
12|13	qu’il porta armes blanches |et J. escu blanc et aida au roi de Gorre 	y el bençio el torneo y trae el escudo e las armas todas blancas 	4
14|15	si que tuit cil de Norgales furent vaincu. — En non Deu, fait mes sire Yvain, tu en dis si bonnes enseingnes |que l’an t’an doit bien croire: 	pordios dixo don yban de oy 	5
16	si m’en porrai bien retorner, 		
17|18	quant moi plaira, |car bien voi 	mas puedo yo dezir 	6
19|20	que j’ai ma queste afinee, |puis que j’en ai oïes vraies noveles. — Ja ne poez vos mie retorner a cort, fait li nains, 	que he mi demanda aCabada 	7
21	sanz vos autres compaingnons. — 		
22	Si puis bien. fait il. — 		
23|24	Or me di, nains, fait Boorz, |et de la cort seztu nouveles ? — 	por estas nuebas 	8
25	Oïl, fait li nains, li rois a fait mander par toute sa terre 		
26	qu’il fera ferir J. tornoiement as huitaves de la Magdelainne es prez desouz Kamaalot;		
27	si envoie touz ses messages as barons de cest pais 		
28|29	por ce|qu’il i soient, 	que me dezides que agora e yo aCabado 	9
30	et je meismes le vois nonçant? a touz les prodomes 		
31|32	que je conois |qu’il i aillent, 	e dime tu enano 	10
33|34	car touz li monz i sera. — Diex doint, fait Boorz, |que je aie entre ci et la achevee la besoingne a ceste damoisele, 	dixo bores 	11
35	car molt avroie grant joie,	sabes algunas nuebas dela Corte 	12
36|37	se g’i pooie venir a tans. » Longuement ont parlé ensemble |tant	si dixo el 	13
38|39	que Boorz dist a mon signor Yvain: « Sire, je vos conmanderai a Dieu |et m’an irai, 	que el Rey mando pregonar vn torneo 	14
40	qu’il le me couvient faire, 		
41|42	car je me hasteroie volentiers de ma besoingne mestre a fin |por savoir 	para otro dia despues de sancta maria magdalena 	15
43	se je porroie venir au tornoiement a tans: 		
44|45	car je sai bien |que mes sires i sera, 	y a de ser enlos prados de Camalot 	16
46	se Diex le deffent de mort et de prison 	y yo bo alo dezir a todos los Caualleros 	17
47|48	et por lui veoir i voil je estre. — Sire, fait mes sire Vvain, |puis que vos en volez aler, je vos commanderai a Jhesu Crist 	y omes buenos 	18
49|50	qui vos contajduie en quel que leu |que vos ailliez. » 	que fallare 	19
51	Et il s’em part maintenant o la damoisele 	si me ayude dios dixo bores yo ay sere |y ansi fablaron vna gran pieza 	20|21
52|53	por cui il est de cort partiz. |Et mes sire Yvain remest si navrez	fastaque dixo bores a don yban 	22
54	qu’il avoit bien mestier de mire, 	a dios vos encomiendo 	23
55	car il avoit assez perdu del sanc; 	ca yo bo conesta donzella 	24
56|57	si se repose entre lui et le nain dusque vers none;|et quant li chauz fu remez 	con quien sali dela Corte y saued que el acaba todo lo 	25
58|59	et li solauz fu abaissiez, |si monta mes sire Vvain sor son cheval 	porque Conella salio dela corte 	26
60|61	et s’en ala le petit pas tant |qu’il vindrent a I. blanche abaie de nonains. Il descent	y a todo dio çima 	27
62|63	et demande l’ostel, |et li sergent li saillent a l’encontre, 	y torno al torneo al plazo çierto 	28
64	por ce		
65|66	que malades lor samble, |si le desarment au plus doucement 	y don yban finco mal llagado envn monesterio de dueñas 	29
67|68	que il pueent |et le mestent couchier en une chambre 	fastaque fue guarido 	30
69	et li font garder ses plaies a une des damoiseles de laienz 		
70|71	qui assez savoit de cel mestier. |Et quant ele les a veues, 	e desque fue guarido partiose dende 	31
72|73	si dist |qu’il n’a garde de mort, 	e andubo tanto 	32
74|75	car ele le cuide randre sain et antier dedenz XV. jorz. |Si remest ainsi laienz 	fasta que topo vna vieja envn Rozin magro 	33
76	tant qu’il fu auques gueriz des plaies 		
77	que mes sire Boorz li avoit faites. 		
78|79	Quant il fu auques gariz, |si se part de laienz 	E traia vn enano a pie e tirauale delos cauellos 	34
80|81	et commande les dames a Deu,|car molt l’avoient servi en sa maladie. 	e dauale muy grandes palmadas 	35
82|83	Quant mes sire Yvain se fu partiz de laienz, » |si chevaucha toute la semainne ainsi 	y el venia diziendo valame sancta maria 	36
84	comme aventure le menoit tant 		
85	qu’il vint a unes broces. 		
86	Lors resgarda devant lui el chemin 		
87|88	et voit une vielle sor J. povre roncin |qui traine encoste de lui I. nain tout a pié par les chevox	y don yban fue aella 	37
89	que il ot granz, 		
90	si le vait batant des poinz par mi les joes, 		
91|92	et il vait criant: « Aide, aide!» |Et mes sire Yvain se haste de tost aler 	e dixo ayais cortesia bieja 	38
93|94	por secorre le nain, |si dist a la vielle, 	si vos fiziesedes lo que yo vos mandare 	39
95|96	quant il l’a atainte: » |Ha, dame, por Dieu, laissiez le nain, 	dixo la vieja 	40
97|98	que je vos pri |que vos le laissiez. —	yo faria del enano 	41
99|100	Se vos por moi, fait ele, voliez faire ce |que je vos requerroie, je feroie por vos ce 	lo que vos quisieredes 	42
101|102	que vos me requerriez de cest nain. — Je ferai por vos ce |que je porrai faire, fait mes sire Yvain, 	pues plazeme dixo don yban 	43
103|104	si le quitez. — Le me creantez vos, fait ele, comme loiax chevaliers ? — |OIl, fet il. » 	Pues tirad vuestro yelmo dixo ella 	44
105|106	Et ele le laisse maintenant, |puis li dist 	y el lo tiro y ella dixo luego al enano 	45
107|108	qu’il oste son hiaume de sa teste |et ele le voit bel chevalier et bien fait de vis fors tant seulement 	e paro mientes ael ca era muy fermoso 	46
109	que les mailles del haubert li paroient el col. a 		
110	Et ele li dist: « 	e dixole 	47
111|112	Biaux sire, fait ele, je vos requier |que vos façoiz ce 	señor yo vos Ruego en enmienda del seruiçio 	48
113|114	que l je vos dirai. » |Et il dist 	que me hauedes de fazer 	49
115|116	que si fera il bien seurement. — |Or me baisiez, fait ele, une foiz, 	que me besedes 	50
117|118	si vos clamerai quite. » |Et il la resgarde, 	y don yban la Cato 	51
119|120	si la vit laide et si froncie |que nule plus, 	y viola muy negra fea y vieja 	52
