0	Or dit li contes 	Or dit li contes 	0
1	que tant demora Lanceloz la ou la vielle l’ot mené 	que tant demora lancelot . la ou la uieille lot mene 	1
2	qu’il ot passé. VI. semainnes 	que il ot passe .ui. semaines. 	2
3	et lors se santi sains et haitiés et desirranz de porter armes. 	Et lors se senti sainz et hetiez |et desirranz de porter armes. tout ne fust il encore mie bien gariz. 	3|4
4	Toz ne fust il mie encor bien gariz, 		
5	se li anuioit li repos, 	si li anuioit li repos. 	5
6	por ce qu’il avoit trop longuement geu, 	por ce|que il auoit trop longuement geu 	6|7
7	ce li ert avis. 	ce li estoit auis. 	8
8	Et il se part de laienz 	Et il se part de laienz 	9
9	et les conmande toz a Deu et la vielle li ot aprestees unes armes bonnes et beles et un escu tout nuef; 	et les commande touz a dieu. |Et la uieille li ot aprestees unes armes bones et forz 	10|11
		et .i. escu tout nuef. 	12
10	si se mist en son chemin 	si se uist en son chemin. 	13
11	et acueilli sa voie aprés la vielle.	et acueilli sa uoie apres la uieille. 	14
12	Quant il ot chevauchié dusqu’a midi, 	Quant il ot cheuauchie iusques. a midi. 	15
13	si ataint I. damoisele a l’entree d’une forest 	si atainst une damoisele a lentree dune forest. 	16
14	qui chevauchoit I. petit palefroi noir 	qui cheuauchoit a. petit palefroi noir.	17
15	et pensoit moult durement,	et pensoit trop durement 	18
16	et bien paroit a ses iauz 	et bien paroit a ses iex. 	19
17	qu’ele avoit rouges et anflez 	quele auoit rouges et enflez. 	20
18	qu’ele eust ploré. Il la salue 	quele eust plore. |et il la salue 	21|22
19	quant il l’aproche, 	quant il laproche 	23
20	et ele lui ausi. « Damoisele, fait il vos me samblez moult couroucie 	et elle lui aussi. Damoisele fet il uous me semblez molt corouciee. 	24
21	et je savroie volentiers l’achoison de vostre courouz. 	et ie sauroie uolentiers lachaison de uostre courouz. 	25
22	Et bien sachiez 	Et bien sachiez.	26
23	que j'i metroie volentiers tout le bon conseil 	que ie i metroie uolenters tot le bon conseil 	27
24|25	que je porroie — |Certes, fait ele, il n’a home el monde fors Deu 	que ie porroie pour lamor de uous. CErtes fet ele il na home el moude. fors dieu. 	28
26	qui consoil i poïst metre, 	qui conseil i poist metre. 	29
27|28	car de ce |dont je cuit estre couroucie sont C. mile autre couroucie,	Car ce dont ie sui courouciee. sont .c.m. autres courouciez. 	30
29	ne ce n’est? mie chose 	Ne ce nest mie chose 	31
30	ou je perde seulement, 	ou ie perde seulement 	32
31	mais tuit li povre gentil home del monde 	Mes tuit li poure gentil home del monde. 	33
32	et tuit li riche de la Grant Bretaingne et d’autres terres. — Enon Dieu, damoisele, faît Lanceloz 	Et tuit li riche de la grant bretaigne et dautres terres. |En non dieu damoisele fet lanc̃. 	34|35
33	dont n’est a il mie merveille, 	Dont nest il mie de merueille 	36
34	se vos en estes couroucie 	se uous en estes courouciee. 	37
35	et je vos pri 	Et ie uous pri 	38
36	que vos me diez 	que uous me dites 	39
37	que ce est, 	qui ce est. 	40
38	car puis que toutes genz le sevent, vos le poez bien dire, 	Car puis que toutes genz le seuent uous le me poez bien dire 	41
39|40	ce m’est' avis. |sanz meffait. — Sire, fait ele, jel vos dirai 	ce mest auis sanz mesfet. Sire fet ele ge le uous dirai. 	42
41	puis que vos avez tel talant del savoir 	puis que uous auez tel talent del sauoir. 	43
42	et si me merellie mouit 	et si me merueil ie molt 	44
43	que vos nei savez, 	que uous nel sauez. 	45
44|45	car toz li mondes le set ja. |Voirs est, fait ele,	car touz li mondes le set ia. UOirs est fet elle 	46
		que mon courout est de .ii. choses Dune moie sereur 	47
46	que mes couroz est de Jl. jor a force et d’un prodome	que .i. cheualier prist lautre ior a force. |Et dun preudomme. 	48|49
47	qui bien men venjast, 	qui bien men uenchast 	50
