0	Or dit li contes 	OR dist le compte/ 	0
1	que tant demora Lanceloz la ou la vielle l’ot mené 	que tant demoura lancelot la ou la uieille lauoit mene/ 	1
2	qu’il ot passé. VI. semainnes 	quil olt passe six sepmaines. 	2
3	et lors se santi sains et haitiés et desirranz de porter armes. 	Et lors se sentist sain et haictie/ |et desirant de porter armes. 	3|4
4	Toz ne fust il mie encor bien gariz, 	Si nestoit il pas encore trop bien gari/ 	5
5	se li anuioit li repos, 	mes le repos luy ennuyoit pour ce 	6
6	por ce qu’il avoit trop longuement geu, 	que trop auoit geu 	7
7|8	ce li ert avis. |Et il se part de laienz 	ce luy estoit aduis. Il se partist de leans/ 	8
9	et les conmande toz a Deu et la vielle li ot aprestees unes armes bonnes et beles et un escu tout nuef; 	et la uieille luy auoit apprestes unes armes |qui estoient bennes et belles:	9|10
		et escu tout neuf. 	11
10|11	si se mist en son chemin |et acueilli sa voie aprés la vielle.	Et il se mist en son chemin apres la uielle 	12
12	Quant il ot chevauchié dusqu’a midi, 	Quant il eust cheuauche iusques a midy/ 	13
13	si ataint I. damoisele a l’entree d’une forest 	si attaint une damoyselle a lentree de une forest/ 	14
14	qui chevauchoit I. petit palefroi noir 	qui cheuauchoit ung petit palleffroy noir la 	15
15	et pensoit moult durement,	quelle pensoit menlt durement/ 	16
16	et bien paroit a ses iauz 	et sembloit bien a ses yeux 	17
17	qu’ele avoit rouges et anflez 		
18|19	qu’ele eust ploré. Il la salue |quant il l’aproche, 	quelle auoit ploure. Il la sallue/ 	18
20|21	et ele lui ausi. « Damoisele, fait il vos me samblez moult couroucie |et je savroie volentiers l’achoison de vostre courouz. 	et elle luy. Damoiselle fist il uous me sembles courouchee/ ie scairoie uoulentiers lachoison de uostre couroust: 	19
22	Et bien sachiez 	et sachies	20
23	que j'i metroie volentiers tout le bon conseil 	que ie y mettroie tout le meilleur conseil 	21
24	que je porroie — 	que ie pourroie. 	22
25	Certes, fait ele, il n’a home el monde fors Deu 	Certes fist elle il nest homme fors dieu/ 	23
26	qui consoil i poïst metre, 	qui conseil y peust mettre/	24
27|28	car de ce |dont je cuit estre couroucie sont C. mile autre couroucie,	car de ce donc ie suis courouchiee sont cent mille aultres courouchies/	25
29	ne ce n’est? mie chose 	ne ce nest mie chose 	26
30	ou je perde seulement, 	ou ie perde seullement 	27
31	mais tuit li povre gentil home del monde 		
32	et tuit li riche de la Grant Bretaingne et d’autres terres. — Enon Dieu, damoisele, faît Lanceloz 	mes tous les preudommes du mende tant de la grande bretaingne que de autres terres.|Par dieu dit lancelot du lac damoiselle 	28|29
33	dont n’est a il mie merveille, 	denc nest ce pas de merueille 	30
34	se vos en estes couroucie 	se uous estes courroucee 	31
35	et je vos pri 	et ie uous prie 	32
36	que vos me diez 	que uous me diez 	33
37	que ce est, 	que cest: 	34
38|39	car puis que toutes genz le sevent, vos le poez bien dire, |ce m’est' avis. 	puis que toutes gens le scaiuent uous le me pouez bien dire. Sire fist elle ie le uous diray 	35
40|41	sanz meffait. — Sire, fait ele, jel vos dirai |puis que vos avez tel talant del savoir 	puis que uous auez tel tallent de le sauoir/ 	36
42	et si me merellie mouit 	et si me merueille 	37
43	que vos nei savez, 	que uous ne le sauez. |Uray est dit la damoiselle 	38|39
44|45	car toz li mondes le set ja. |Voirs est, fait ele,	que mon courroust est de .ii. choses. De une mienne seur 	40
46	que mes couroz est de Jl. jor a force et d’un prodome	que ung cheualier print lautre iour a force et de ung preudomme 	41
47	qui bien men venjast, 	qui bien men uengast	42
48	s’il fust vis dusqu’a ore. 	sil feust uif 	43
49	Mais il est morz 	mais il est mort 	44
		et uous diray 	45
		comment ie le scay Il est uray 	46
50	et si vos dirai ot prise ma seror a force ne randre ne la me voloit 	que quant le cheualier eut prinse ma seur |a force il ne la uoulloit rendre 	47|48
51	por proiere ne por donner, 	pour priere |ne pour don, 	49|50
52	que ge m’esmui a aler a la cort le roi Artus 	si men allay a la court du roy artus 	51
53	por faire ma clamor de ce 	pour faire ma clameur. 	52
54	que li chevaliers m’avoit fait sanz raison. 		
55|56	Et quant je i fui venue n’a mie encor IIl. jorz, |si ne trouvai	Et quant ie ie y fuz uenue na pas encores huit iours ie ny trouuay encques personne 	53
57	qui me respondist de riens, 	qui de riens me respendist	54
58	car tuit antandoient a plourer et a duel faire. 	car ilz entendoient tous a faire deul. 	55
59|60	Et quant je vi ce, |si fui toute esbahie, 	Et quant ie uiz ce ie fuz toute esbahie 	56
61	si priai a J. escuier 	si priay a ung escuier 	57
62	que il me deist 	quil me dist	58
63	por quoi il faisoient tel duel 	pour quoy ilz faisoient tel deul 	59
64	et il me dist 	Et il me dit 	60
65	que c’estoit por Lancelot de Lac	que cestoit pour lancelot du lac 	61
66	qui morz estoit. 	qui estoit mort. 	62
		et aussi me dit 	63
		que ma dame la royne estoit fort mallade de courroust. 	64
67	Et quant je vi 	Quant ie uiz	65
68	que je n’i porroie riens faire de ma besoingne, 	que ie ne pouoie faire ma besongne 	66
69	si me parti ier matin dolante et couroucie de la mort au bon chevalier 	si men partiz dollente pour la mort du bon cheualier 	67
70	dont touz li mons avra soufraite,	dent tout le mende aura mestier: 	68
71	car jamais ne sera hom 	car iamais ne sera cheualier 	69
72	qui ait tel pitié de povre damoisele	qui ait telle pitie de poures damoiselles 	70
73	com il avoit. 	comment il auoit 	71
74	Si sui trop irie 	et moy meismes en auray souffrecte 	72
75	que je n’avrai jamais 	car ie ne trouueray	73
76	qui me face droit de tort 	qui droit me face du tort 	74
77	que l’an m’a fait, 	que len me fait/ 	75
78|79	si ne finai puis de plorer por la grant pitié |que j’ai del prodome et por la perte 	si ne finay puis de plourer pour la grant pitie du preudomme 	76
80	que je i ai b; 	et ie scay bien 	77
81	car se il fust vis 	sil estoit uif 	78
82|83	et il seust le grant tort |que l’an m’a fait, il m’an queist la venjance, 	qu il me uengeroit mieulx 	79
84	que j’en fusse liee touz les jorz de ma vie. 	que nul autre. 	80
85|86	Et ce est ce |por quoi je ai hui tant Ploré. » 	QUant lancelot du lac entent 	81
87	Quant Lanceloz antant que la roine est si malade. si est moult a malaise 	que la royne est mallade si en est moult a malaise: 	82
88	et s’il poist retorner a cort sanz cele en cui besoingne il ert entrez, il i retornast 	et sil peut retourner a court sans soy meffaire uers celle 	83
89	por mestre la roine a aise, 	pour qui il est entre en queste il retournast uoulentiers 	84
90	car bien pense 	car il pense bien 	85
91|92	que cele maladie |que ele a n’est ? se por lui a non. 	que elle nest malla de sinon pour lui. 	86
93|94	Lors dist a la pueele|qui la novele li avoit contee : « Damoisele, 	Lors dit. Damoiselle 	87
95	se vos me volez faire I. message, je metroie painne en vostre suer delivrer. »	se uous me uoullez faire ung mien message ie mectroie paine de deliurer uostre seur. 	88
96	Et ele dist 	et elle dist 	89
97	qu’il n’est si estrange leu 	quil ny a nul si estrange lieu 	90
98	ou ele n’alast par couvant 	ou elle ne allast par conuenant	91
99	que sa suer fust delivree. « Dites moi, fait il, 	que sa seur feust deliuree. |Dictes fist il 	92|93
100|101	quel part li ehevaliers est |et je i irai. — I est, fait ele, pres de ci. — 	quelle part est le cheualier. Il est fist elle prez dicy. 	94
102|103	Or alez |dont, fait il, 	Or allez donc tost dit lancelot. 	95
104	et je vos suirrai. » 		
105	Et ele ist fors del grant chemin, 		
106	si entre en I. petit chemin a destre, 		
